,id,solutunniste,taso,tunnusluku,tunnusluku_sv,tunnusluku_en,tehtava,tehtava_sv,tehtava_en,tunnusluku_jarjestys,tehtava_jarjestys,tunnusluku_kayttokohde,tunnusluku_sisennys,tekstitunniste,entrypoint,versio,tekninen_versio,osakokonaisuus,pakollisuus,tunnusluku_kayttokohde_sv,tunnusluku_kayttokohde_en,sektori,sektori_sv,sektori_en,palvelu,palvelu_sv,palvelu_en
10,3214129,k-t07_R1175,1,Toimintakate,Verksamhetsbidrag,Toimintakate,,,,111,,"Kunnan tuloslaskelman tilien saldot (kumulatiivinen), syvennettynä sektoriluokituksella ja Tilastokeskuksen  muilla tietotarpeilla",Toimintakate,,KKNR,jhs-2018-01,2021-05-09,k-t07,,"Saldon för kommunens resultaträknings konton (kumulativt), inklusive sektorklassificering och Statistikcentralens övriga databehov","Kunnan tuloslaskelman tilien saldot (kumulatiivinen), syvennettynä sektoriluokituksella ja Tilastokeskuksen  muilla tietotarpeilla",,,,,,
11,84171,1000,1,Rahavarojen muutos,Förändring av likvida medel,Rahavarojen muutos,Päättynyt tilikausi,Avslutad räkenskapsperiod,Päättynyt tilikausi,31,1.0,Kunnan ja kuntayhtymän tilinpäätöksen rahoituslaskelma,Rahavarojen muutos,fi_met:md103|fi_MC:x672,KKTR,jhs-2019-01,2020-01-07,k-t02,,Kommunens och samkommunens externa finansieringsanalys,Kunnan ja kuntayhtymän tilinpäätöksen rahoituslaskelma,,,,,,
12,84173,1164,2,Satunnaiset erät,Extraordinära poster,Satunnaiset erät,Päättynyt tilikausi,Avslutad räkenskapsperiod,Päättynyt tilikausi,3,1.0,Kunnan ja kuntayhtymän tilinpäätöksen rahoituslaskelma,   Satunnaiset erät,fi_met:md103|fi_MC:x497,KKTR,jhs-2019-01,2020-01-07,k-t02,True,Kommunens och samkommunens externa finansieringsanalys,Kunnan ja kuntayhtymän tilinpäätöksen rahoituslaskelma,,,,,,
13,84174,1290,1,Rahoituksen rahavirta,Finansieringens kassaflöde,Rahoituksen rahavirta,Päättynyt tilikausi,Avslutad räkenskapsperiod,Päättynyt tilikausi,30,1.0,Kunnan ja kuntayhtymän tilinpäätöksen rahoituslaskelma,Rahoituksen rahavirta,fi_met:md103|fi_MC:x669,KKTR,jhs-2019-01,2020-01-07,k-t02,,Kommunens och samkommunens externa finansieringsanalys,Kunnan ja kuntayhtymän tilinpäätöksen rahoituslaskelma,,,,,,
14,84175,1347,1,Investointien rahavirta,Investeringarnas kassaflöde,Investointien rahavirta,Päättynyt tilikausi,Avslutad räkenskapsperiod,Päättynyt tilikausi,5,1.0,Kunnan ja kuntayhtymän tilinpäätöksen rahoituslaskelma,Investointien rahavirta,fi_met:md103|fi_MC:x668,KKTR,jhs-2019-01,2020-01-07,k-t02,,Kommunens och samkommunens externa finansieringsanalys,Kunnan ja kuntayhtymän tilinpäätöksen rahoituslaskelma,,,,,,
15,84178,1400,2,Vuosikate,Årsbidrag,Vuosikate,Päättynyt tilikausi,Avslutad räkenskapsperiod,Päättynyt tilikausi,2,1.0,Kunnan ja kuntayhtymän tilinpäätöksen rahoituslaskelma,   Vuosikate,fi_met:md103|fi_MC:x73,KKTR,jhs-2019-01,2020-01-07,k-t02,True,Kommunens och samkommunens externa finansieringsanalys,Kunnan ja kuntayhtymän tilinpäätöksen rahoituslaskelma,,,,,,
16,84179,1525,2,Tulorahoituksen korjauserät,Korrektivposter till internt tillförda medel,Tulorahoituksen korjauserät,Päättynyt tilikausi,Avslutad räkenskapsperiod,Päättynyt tilikausi,4,1.0,Kunnan ja kuntayhtymän tilinpäätöksen rahoituslaskelma,   Tulorahoituksen korjauserät,fi_met:md103|fi_MC:x79,KKTR,jhs-2019-01,2020-01-07,k-t02,True,Kommunens och samkommunens externa finansieringsanalys,Kunnan ja kuntayhtymän tilinpäätöksen rahoituslaskelma,,,,,,
17,84180,1541,1,Toiminnan rahavirta,Verksamhetens kassaflöde,Toiminnan rahavirta,Päättynyt tilikausi,Avslutad räkenskapsperiod,Päättynyt tilikausi,1,1.0,Kunnan ja kuntayhtymän tilinpäätöksen rahoituslaskelma,Toiminnan rahavirta,fi_met:md103|fi_MC:x78,KKTR,jhs-2019-01,2020-01-07,k-t02,,Kommunens och samkommunens externa finansieringsanalys,Kunnan ja kuntayhtymän tilinpäätöksen rahoituslaskelma,,,,,,
18,84181,47,2,Rahavarat 1.1.,Likvida medel 1.1,Rahavarat 1.1.,Päättynyt tilikausi,Avslutad räkenskapsperiod,Päättynyt tilikausi,33,1.0,Kunnan ja kuntayhtymän tilinpäätöksen rahoituslaskelma,   Rahavarat 1.1.,fi_met:mi53|fi_MC:x4115,KKTR,jhs-2019-01,2020-01-07,k-t02,True,Kommunens och samkommunens externa finansieringsanalys,Kunnan ja kuntayhtymän tilinpäätöksen rahoituslaskelma,,,,,,
19,84186,930,3,Antolainasaamisten lisäys,Ökning av lånefordringar,Antolainasaamisten lisäys,Päättynyt tilikausi,Avslutad räkenskapsperiod,Päättynyt tilikausi,12,1.0,Kunnan ja kuntayhtymän tilinpäätöksen rahoituslaskelma,      Antolainasaamisten lisäys,fi_met:md103|fi_MC:x85,KKTR,jhs-2019-01,2020-01-07,k-t02,True,Kommunens och samkommunens externa finansieringsanalys,Kunnan ja kuntayhtymän tilinpäätöksen rahoituslaskelma,,,,,,
20,84188,1005,2,Muut maksuvalmiuden muutokset,Övriga förändringar i likviditeten,Muut maksuvalmiuden muutokset,Päättynyt tilikausi,Avslutad räkenskapsperiod,Päättynyt tilikausi,23,1.0,Kunnan ja kuntayhtymän tilinpäätöksen rahoituslaskelma,   Muut maksuvalmiuden muutokset,fi_met:md103|fi_MC:x89,KKTR,jhs-2019-01,2020-01-07,k-t02,,Kommunens och samkommunens externa finansieringsanalys,Kunnan ja kuntayhtymän tilinpäätöksen rahoituslaskelma,,,,,,
21,84189,1025,2,Oman pääoman muutokset,Förändringar av eget kapital,Oman pääoman muutokset,Päättynyt tilikausi,Avslutad räkenskapsperiod,Päättynyt tilikausi,20,1.0,Kunnan ja kuntayhtymän tilinpäätöksen rahoituslaskelma,   Oman pääoman muutokset,fi_met:md103|fi_MC:x88,KKTR,jhs-2019-01,2020-01-07,k-t02,True,Kommunens och samkommunens externa finansieringsanalys,Kunnan ja kuntayhtymän tilinpäätöksen rahoituslaskelma,,,,,,
22,84190,1058,3,Antolainasaamisten vähennys,Minskning av lånefordringar,Antolainasaamisten vähennys,Päättynyt tilikausi,Avslutad räkenskapsperiod,Päättynyt tilikausi,13,1.0,Kunnan ja kuntayhtymän tilinpäätöksen rahoituslaskelma,      Antolainasaamisten vähennys,fi_met:md103|fi_MC:x86,KKTR,jhs-2019-01,2020-01-07,k-t02,True,Kommunens och samkommunens externa finansieringsanalys,Kunnan ja kuntayhtymän tilinpäätöksen rahoituslaskelma,,,,,,
23,84191,1185,3,Pitkäaikaisten lainojen lisäys,Ökning av långfristiga lån,Pitkäaikaisten lainojen lisäys,Päättynyt tilikausi,Avslutad räkenskapsperiod,Päättynyt tilikausi,15,1.0,Kunnan ja kuntayhtymän tilinpäätöksen rahoituslaskelma,      Pitkäaikaisten lainojen lisäys,fi_met:md103|fi_MC:x1833,KKTR,jhs-2019-01,2020-01-07,k-t02,True,Kommunens och samkommunens externa finansieringsanalys,Kunnan ja kuntayhtymän tilinpäätöksen rahoituslaskelma,,,,,,
24,84192,1199,2,Lainakannan muutokset,Förändringar i lånebeståndet,Lainakannan muutokset,Päättynyt tilikausi,Avslutad räkenskapsperiod,Päättynyt tilikausi,14,1.0,Kunnan ja kuntayhtymän tilinpäätöksen rahoituslaskelma,   Lainakannan muutokset,fi_met:md103|fi_MC:x1832,KKTR,jhs-2019-01,2020-01-07,k-t02,,Kommunens och samkommunens externa finansieringsanalys,Kunnan ja kuntayhtymän tilinpäätöksen rahoituslaskelma,,,,,,
25,84193,1209,3,Lyhytaikaisten lainojen muutos,Förändring av kortfristiga lån,Lyhytaikaisten lainojen muutos,Päättynyt tilikausi,Avslutad räkenskapsperiod,Päättynyt tilikausi,17,1.0,Kunnan ja kuntayhtymän tilinpäätöksen rahoituslaskelma,      Lyhytaikaisten lainojen muutos,fi_met:md103|fi_MC:x1835,KKTR,jhs-2019-01,2020-01-07,k-t02,True,Kommunens och samkommunens externa finansieringsanalys,Kunnan ja kuntayhtymän tilinpäätöksen rahoituslaskelma,,,,,,
26,84194,1221,3,Pitkäaikaisten lainojen vähennys,Förändring av långfristiga lån,Pitkäaikaisten lainojen vähennys,Päättynyt tilikausi,Avslutad räkenskapsperiod,Päättynyt tilikausi,16,1.0,Kunnan ja kuntayhtymän tilinpäätöksen rahoituslaskelma,      Pitkäaikaisten lainojen vähennys,fi_met:md103|fi_MC:x1834,KKTR,jhs-2019-01,2020-01-07,k-t02,True,Kommunens och samkommunens externa finansieringsanalys,Kunnan ja kuntayhtymän tilinpäätöksen rahoituslaskelma,,,,,,
27,84195,1456,2,Rahavarat 31.12.,Likvida medel 31.12,Rahavarat 31.12.,Päättynyt tilikausi,Avslutad räkenskapsperiod,Päättynyt tilikausi,32,1.0,Kunnan ja kuntayhtymän tilinpäätöksen rahoituslaskelma,   Rahavarat 31.12.,fi_met:mi53|fi_MC:x388,KKTR,jhs-2019-01,2020-01-07,k-t02,True,Kommunens och samkommunens externa finansieringsanalys,Kunnan ja kuntayhtymän tilinpäätöksen rahoituslaskelma,,,,,,
28,84196,1561,4,Lyhytaikaisten lainojen vähennys,Minskning av kortfristiga lån,Lyhytaikaisten lainojen vähennys,Päättynyt tilikausi,Avslutad räkenskapsperiod,Päättynyt tilikausi,19,1.0,Kunnan ja kuntayhtymän tilinpäätöksen rahoituslaskelma,         Lyhytaikaisten lainojen vähennys,fi_met:md103|fi_MC:x1838,KKTR,jhs-2019-01,2020-01-07,k-t02,,Kommunens och samkommunens externa finansieringsanalys,Kunnan ja kuntayhtymän tilinpäätöksen rahoituslaskelma,,,,,,
29,84197,1572,4,Lyhytaikaisten lainojen lisäys,Ökning av kortfristiga lån,Lyhytaikaisten lainojen lisäys,Päättynyt tilikausi,Avslutad räkenskapsperiod,Päättynyt tilikausi,18,1.0,Kunnan ja kuntayhtymän tilinpäätöksen rahoituslaskelma,         Lyhytaikaisten lainojen lisäys,fi_met:md103|fi_MC:x1837,KKTR,jhs-2019-01,2020-01-07,k-t02,,Kommunens och samkommunens externa finansieringsanalys,Kunnan ja kuntayhtymän tilinpäätöksen rahoituslaskelma,,,,,,
30,84005,72,1,Vuosikate,Årsbidrag,Vuosikate,Päättynyt tilikausi,Avslutad räkenskapsperiod,Päättynyt tilikausi,13,1.0,Kunnan ja kuntayhtymän konsernituloslaskelma,Vuosikate,fi_met:md103|fi_MC:x73|fi_SC:x7,KKOTR,jhs-2019-01,2020-01-07,kk-t01,,Koncernresultaträkning för kommun och samkommun,Kunnan ja kuntayhtymän konsernituloslaskelma,,,,,,
31,84009,272,1,Tilikauden tulos,Räkenskapsperiodens resultat,Tilikauden tulos,Päättynyt tilikausi,Avslutad räkenskapsperiod,Päättynyt tilikausi,20,1.0,Kunnan ja kuntayhtymän konsernituloslaskelma,Tilikauden tulos,fi_met:md103|fi_MC:x75|fi_SC:x7,KKOTR,jhs-2019-01,2020-01-07,kk-t01,,Koncernresultaträkning för kommun och samkommun,Kunnan ja kuntayhtymän konsernituloslaskelma,,,,,,
32,84010,519,1,Tilikauden ylijäämä (alijäämä),Räkenskapsperiodens överskott (underskott),Tilikauden ylijäämä (alijäämä),Päättynyt tilikausi,Avslutad räkenskapsperiod,Päättynyt tilikausi,25,1.0,Kunnan ja kuntayhtymän konsernituloslaskelma,Tilikauden ylijäämä (alijäämä),fi_met:md103|fi_MC:x77|fi_SC:x7,KKOTR,jhs-2019-01,2020-01-07,kk-t01,,Koncernresultaträkning för kommun och samkommun,Kunnan ja kuntayhtymän konsernituloslaskelma,,,,,,
33,84013,715,1,Poistot ja arvonalentumiset,Avskrivningar och nedskrivningar,Poistot ja arvonalentumiset,Päättynyt tilikausi,Avslutad räkenskapsperiod,Päättynyt tilikausi,14,1.0,Kunnan ja kuntayhtymän konsernituloslaskelma,Poistot ja arvonalentumiset,fi_met:md103|fi_MC:x448|fi_SC:x7,KKOTR,jhs-2019-01,2020-01-07,kk-t01,,Koncernresultaträkning för kommun och samkommun,Kunnan ja kuntayhtymän konsernituloslaskelma,,,,,,
34,84020,1276,2,Korkotuotot,Ränteintäkter,Korkotuotot,Päättynyt tilikausi,Avslutad räkenskapsperiod,Päättynyt tilikausi,9,1.0,Kunnan ja kuntayhtymän konsernituloslaskelma,   Korkotuotot,fi_met:md103|fi_MC:x1128|fi_SC:x7,KKOTR,jhs-2019-01,2020-01-07,kk-t01,True,Koncernresultaträkning för kommun och samkommun,Kunnan ja kuntayhtymän konsernituloslaskelma,,,,,,
35,84029,312,3,Oman pääoman muutokset + (-),Förändring av eget kapital + (-),Oman pääoman muutokset + (-),Päättynyt tilikausi,Avslutad räkenskapsperiod,Päättynyt tilikausi,23,1.0,Kunnan ja kuntayhtymän konsernin rahoituslaskelma,      Oman pääoman muutokset + (-),fi_met:md103|fi_MC:x88|fi_SC:x7,KKOTR,jhs-2019-01,2020-01-07,kk-t02,True,Koncernfinansieringsanalys för kommun och samkommun,Kunnan ja kuntayhtymän konsernin rahoituslaskelma,,,,,,
36,84030,420,4,Antolainasaamisten vähennys,Minskning av lånefordringar,Antolainasaamisten vähennys,Päättynyt tilikausi,Avslutad räkenskapsperiod,Päättynyt tilikausi,16,1.0,Kunnan ja kuntayhtymän konsernin rahoituslaskelma,         Antolainasaamisten vähennys,fi_met:md103|fi_MC:x86|fi_SC:x7,KKOTR,jhs-2019-01,2020-01-07,kk-t02,True,Koncernfinansieringsanalys för kommun och samkommun,Kunnan ja kuntayhtymän konsernin rahoituslaskelma,,,,,,
37,84032,530,3,Lainakannan muutokset,Förändringar i lånebeståndet,Lainakannan muutokset,Päättynyt tilikausi,Avslutad räkenskapsperiod,Päättynyt tilikausi,17,1.0,Kunnan ja kuntayhtymän konsernin rahoituslaskelma,      Lainakannan muutokset,fi_met:md103|fi_MC:x1832|fi_SC:x7,KKOTR,jhs-2019-01,2020-01-07,kk-t02,,Koncernfinansieringsanalys för kommun och samkommun,Kunnan ja kuntayhtymän konsernin rahoituslaskelma,,,,,,
38,84034,689,3,Muut maksuvalmiuden muutokset + (-),Övriga förändringar i likviditeten + (-),Muut maksuvalmiuden muutokset + (-),Päättynyt tilikausi,Avslutad räkenskapsperiod,Päättynyt tilikausi,24,1.0,Kunnan ja kuntayhtymän konsernin rahoituslaskelma,      Muut maksuvalmiuden muutokset + (-),fi_met:md103|fi_MC:x89|fi_SC:x7,KKOTR,jhs-2019-01,2020-01-07,kk-t02,,Koncernfinansieringsanalys för kommun och samkommun,Kunnan ja kuntayhtymän konsernin rahoituslaskelma,,,,,,
39,84035,714,1,Rahavarojen muutos,Förändring av likvida medel,Rahavarojen muutos,Päättynyt tilikausi,Avslutad räkenskapsperiod,Päättynyt tilikausi,29,1.0,Kunnan ja kuntayhtymän konsernin rahoituslaskelma,Rahavarojen muutos,fi_met:md103|fi_MC:x672|fi_SC:x7,KKOTR,jhs-2019-01,2020-01-07,kk-t02,,Koncernfinansieringsanalys för kommun och samkommun,Kunnan ja kuntayhtymän konsernin rahoituslaskelma,,,,,,
40,84038,867,4,Antolainasaamisten lisäys,Ökning av lånefordringar,Antolainasaamisten lisäys,Päättynyt tilikausi,Avslutad räkenskapsperiod,Päättynyt tilikausi,15,1.0,Kunnan ja kuntayhtymän konsernin rahoituslaskelma,         Antolainasaamisten lisäys,fi_met:md103|fi_MC:x85|fi_SC:x7,KKOTR,jhs-2019-01,2020-01-07,kk-t02,True,Koncernfinansieringsanalys för kommun och samkommun,Kunnan ja kuntayhtymän konsernin rahoituslaskelma,,,,,,
41,84039,918,1,Toiminnan rahavirta,Verksamhetens kassaflöde,Toiminnan rahavirta,Päättynyt tilikausi,Avslutad räkenskapsperiod,Päättynyt tilikausi,2,1.0,Kunnan ja kuntayhtymän konsernin rahoituslaskelma,Toiminnan rahavirta,fi_met:md103|fi_MC:x78|fi_SC:x7,KKOTR,jhs-2019-01,2020-01-07,kk-t02,,Koncernfinansieringsanalys för kommun och samkommun,Kunnan ja kuntayhtymän konsernin rahoituslaskelma,,,,,,
42,84040,1050,5,Lyhytaikaisten lainojen lisäys,Ökning av kortfristiga lån,Lyhytaikaisten lainojen lisäys,Päättynyt tilikausi,Avslutad räkenskapsperiod,Päättynyt tilikausi,21,1.0,Kunnan ja kuntayhtymän konsernin rahoituslaskelma,            Lyhytaikaisten lainojen lisäys,fi_met:md103|fi_MC:x1837|fi_SC:x7,KKOTR,jhs-2019-01,2020-01-07,kk-t02,,Koncernfinansieringsanalys för kommun och samkommun,Kunnan ja kuntayhtymän konsernin rahoituslaskelma,,,,,,
43,84042,1172,4,Lyhytaikaisten lainojen muutos,Förändring av kortfristiga lån,Lyhytaikaisten lainojen muutos,Päättynyt tilikausi,Avslutad räkenskapsperiod,Päättynyt tilikausi,20,1.0,Kunnan ja kuntayhtymän konsernin rahoituslaskelma,         Lyhytaikaisten lainojen muutos,fi_met:md103|fi_MC:x1835|fi_SC:x7,KKOTR,jhs-2019-01,2020-01-07,kk-t02,True,Koncernfinansieringsanalys för kommun och samkommun,Kunnan ja kuntayhtymän konsernin rahoituslaskelma,,,,,,
44,84044,1196,2,Tulorahoituksen korjauserät,Korrektivposter till internt tillförda medel,Tulorahoituksen korjauserät,Päättynyt tilikausi,Avslutad räkenskapsperiod,Päättynyt tilikausi,6,1.0,Kunnan ja kuntayhtymän konsernin rahoituslaskelma,   Tulorahoituksen korjauserät,fi_met:md103|fi_MC:x79|fi_SC:x7,KKOTR,jhs-2019-01,2020-01-07,kk-t02,True,Koncernfinansieringsanalys för kommun och samkommun,Kunnan ja kuntayhtymän konsernin rahoituslaskelma,,,,,,
